id_sp,kab_kota_pt,provinsi_pt,akreditasi,nama_singkat,status_pt,nama_pt,jenis_pt,jumlah_prodi,range_biaya_kuliah
ilgU-hA0n5QjMWFphQe2DmY1aE3599lHosnUjWds63J1eMuz_vjoelTLRvAQ31wLtW1CFw==,Kota Banda Aceh,Prov. Aceh,,STKIP BBG,Alih Bentuk,STKIP Bina Bangsa Getsempena,Swasta,7,
fWKD_5hyiB46ahKodlAiMXZCaGHpSsvk7U4hXlQZ7E2FPu17c_PnuO2smvS8pdL78mqoLg==,Kota Palangka Raya,Prov. Kalimantan Tengah,Baik,STIKES EKA HARAP,Aktif,STIKES Eka Harap,Swasta,7,300.000 - 10.315.000
yY7WiTJL8y5V3qkPiLRIUMOenqDWV7ix8R9V1m0z0olSWkhhgQCdGzoL-9kMhFTn5LqgKg==,Kota Ternate,Prov. Maluku Utara,Baik Sekali,UMMU,Aktif,Universitas Muhammadiyah Maluku Utara,Swasta,19,1.200.000 - 12.500.003
Hm0jJOe-_9V6fifDmcYmQV8-xp9jF7mMO2WxFVIZH3RFBuDpgrojYC3bqBP-HjA8rymkZQ==,Kota Pariaman,Prov. Sumatera Barat,Baik,STIT-SB PARIAMAN,Aktif,STIT Syekh Burhanuddin Pariaman,Agama,2,
ROaAA-BE2lOaq6a2lFaC6nrU8IHwsyc_9om5tC06VT0lAbLjJarqPG-eauQ_7DT2Lv_6rA==,Kota Pontianak,Prov. Kalimantan Barat,,itbSS,Aktif,Institut Teknologi dan Bisnis Sabda Setia,Swasta,3,
RRjCTPzQZcmKnCSaZgMwCU0Ev6VED-rrmi6uEGvY_i45Y1_aXV9qDSGbwVDeHGlP72q39Q==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,,,Tutup,Akademi Sekretaris ISWI Jakarta,Swasta,1,
IxSKXtX9l54GclmE_HgLTAxgs0YgWsDDJzwX8lfoOtJtzBTnVBGlLwl_TWGP_SBbLN8oBw==,Kota Samarinda,Prov. Kalimantan Timur,Baik,STKPK Bina Insan,Aktif,STKPK  Bina Insan ,Agama,2,3.000.000 - 3.000.000
XkKiWO6vlp4Yrn2gy_5A4dShGtl_8yTEOrlCcsbQB8Do3VYukUpffgB4aH2EtQzAhrud5Q==,Kota Medan,Prov. Sumatera Utara,Baik,ATI CM,Aktif,Akademi Teknik Indonesia Cut Meutia,Swasta,2,2.250.000 - 2.375.000
TI4_OojDEsxAMNPkl64XYqg9A-BMj2S-0_eUvLBcCdjUcwrpxEfJm6wcVK21hHvOHj4HLA==,Kab. Banyumas,Prov. Jawa Tengah,B,UHB,Aktif,Universitas  Harapan Bangsa,Swasta,14,5.750.000 - 61.200.000
a7GM_5X1OnCdIlXRu4LFubRfLui7HKrap1nTd1UXH9ht3Aj8lfjLSiiO8OAXN2gBEfBPCA==,Kota Sorong,Prov. Papua Barat,,STAIN Sorong,Alih Bentuk,STAIN Sorong,Agama,8,
oohjoZmxJS2c2zo1zxaFrzXJTW40_8tUCOVBidje_6swb5wbWfV5pFXF9exAEfclULBYHQ==,Kab. Lamongan,Prov. Jawa Timur,Baik,Billfath,Aktif,Universitas Billfath,Swasta,12,
Ft5yBQ_nI1xt5su_CC7SRHGmTQLoLNokNRdNbi3-7H22bMOrSw-2a8hdqQPO2kIQJpI8TA==,Kab. Tanah Laut,Prov. Kalimantan Selatan,,,Aktif,Politeknik Kesehatan Borneo Citra Medika,Swasta,3,
IrLaMoPdWLLU21TiGIAfbu21mA-aCafHMxVPCGIMZn24NXefm3eE0YiVU9j67NiT_Bl5Lg==,Kab. Bandung,Prov. Jawa Barat,Baik,STAI Yapata Aljawami,Aktif,STAI YAPATA Al-Jawami Bandung,Agama,6,
RL9BqvdwN2kdrVQCxJCMH12XJv3AFnO4Wxpb0qIzPhC1aBPPFLiKkU4CIfjlekGINbP9bw==,Kota Medan,Prov. Sumatera Utara,,,Aktif,Akademi Kebidanan Nusantara 2000,Swasta,1,
z-MufIxGtnCCWxansq77RrYEKz3vXR2AWHfJculqsE29F7RRy3UecJFk-NyzKI1mlMIaiA==,Kota Pagar Alam,Prov. Sumatera Selatan,Baik,STTP,Alih Bentuk,Sekolah Tinggi Teknologi Pagaralam,Swasta,2,
K0sut0wSf5R2Czr_9oJnEysPIgU5oWBzzMTRLjCzaEY5pI9nbHy-2XEnOjq-ybiN78qnFA==,Kota Bandung,Prov. Jawa Barat,Unggul,UPI,Aktif,Universitas Pendidikan Indonesia,Negeri,224,1 - 12.580.250
5oHoLvM1-DPO97qniYC556iKm8BR0RHehgp8phAqdqu0v_U7vqhoGMQSZxQgTaPcTS1pzQ==,Kota Bukittinggi,Prov. Sumatera Barat,,STIKes FDK,Alih Bentuk,Sekolah Tinggi Ilmu Kesehatan Fort De Kock,Swasta,9,
i7rohRQZW_7S8CN2m4NOhs2ufAYB9-KihiEIRdIM1SGeCLezlfNfbeIkIjdT5re1q69KJg==,Kota Padang Sidempuan,Prov. Sumatera Utara,,IAIN Padangsidimpuan,Alih Bentuk,Institut Agama Islam Negeri Padangsidimpuan,Agama,32,
Ix4O4JhBF_PK7DCcxpBDmShEFb-A4ajog4FZ_jg-6BuEP3J_BUxUkPmAJ6W04tEfzcZH6Q==,Kab. Ngawi,Prov. Jawa Timur,Baik,STAIM KENDAL NGAWI,Aktif,STAI Ma`arif Kendal Ngawi,Agama,4,900.000 - 2.400.000
j470TUiuAgH6eyWpsEZwbPFhUZ_XTLp7k2wUd6CnHoGdkw_E-ve77WXQ9crbjWV2Y76tLw==,Kota Palembang,Prov. Sumatera Selatan,,ABA BINA INSAN INDON,Alih Bentuk,Akademi Bahasa Asing Bina Insan Indonesia,Swasta,1,2.400.000 - 2.900.000
4UzhbPjHZ9xDwAi-CZr3vTm3EJ_T54gKlMUVWZqurQaXFF9WvW60mali6JH4CBOLGaCoUg==,Kota Balikpapan,Prov. Kalimantan Timur,Baik,STIS Hidayatullah,Aktif,"STIS Hidayatullah Balikpapan, Kalimantan Timur",Agama,2,2.400.000 - 2.500.000
O64mMgvLGD6tn4H85LkEJn8iaRbnL0BYuq1YSVysCwl1izu0nEVAhuMhurpA-NvRPr1qOw==,Kota Surabaya,Prov. Jawa Timur,Baik,STT Anugrah ,Aktif,STT Anugrah Indonesia,Agama,5,1.000.000 - 2.500.000
8qDdN-bInuH_HxRHWBRtmjFHsi9oVwYH4B6YXpe7wVqoeTG2CYAa4XuG2WzGi12K0ucl2g==,Kota Padang Sidempuan,Prov. Sumatera Utara,Baik,STIKes Sentral,Aktif,Sekolah Tinggi Ilmu Kesehatan Sentral,Swasta,3,3.000.000 - 3.000.000
cZlvn7SAAC5XGwbHTamuGOuT7MdB3--2eG71MrUm3DPx74cWc_K3OqLRm6kNulDu9m1lWA==,Kab. Ogan Komering Ilir,Prov. Sumatera Selatan,Baik,,Alih Bentuk,Sekolah Tinggi Agama Islam Ash-Shiddiqiyah Lempuing Jaya OKI,Agama,6,
HcFbjmtCroOsHfYm0ld0XmaLFnV06jL4-FR3a5xPqykLTy3UH74PYmA2nc2KnVf2z0Ismg==,Kab. Sampang,Prov. Jawa Timur,,akpernata,Alih Bentuk,Akademi Keperawatan Nazhatut Thullab Sampang,Swasta,1,
CCUgHEyVz5NvJHB-8NPJfNA_SgCcjNY9XCSEI8yRQQ4dlN0b4OB0mhg66LijnvLH8lJcpw==,Kota Jambi,Prov. Jambi,,,Aktif,Akademi Akuntansi dan Komputer Stephen Jambi,Swasta,2,
S7I-RQC_fBkNTNbcki6GnXaR2p3R5SfMj6UkSgzluhnf1oz2BBMyS_lMr0tEQXM6H2FLnw==,Kab. Bogor,Prov. Jawa Barat,Baik,AKPER Al-Ikhlas,Aktif,Akademi Keperawatan Al-Ikhlas Cisarua,Swasta,1,2.937.000 - 17.500.000
Pz8eRpeSVWgfN14ltH2P33z4wDZGwUwzS8hAxdYk1TyV8zF6I0b4BgBE-ovnulQ4FwpTgw==,Kab. Sukoharjo,Prov. Jawa Tengah,,IAIN SURAKARTA,Aktif,IAIN Surakarta,Agama,34,
rsyUmiP73wRDldCEy6Dz-ScxU5gNaIcMWjFuC0m3pJ-pBKYYgSUms8PaJiiJSrKA22vHlA==,Kota Medan,Prov. Sumatera Utara,,,Alih Bentuk,Akademi Kebidanan Senior,Swasta,1,
AcT5I4-weyPtqd374rIlZxfPU3Z8VB30zYLk8hGpkAnny2QONo09dOTAFcJUOWB7bbssLQ==,Kab. Poso,Prov. Sulawesi Tengah,B,UNSIMAR,Aktif,Universitas Sintuwu Maroso Poso,Swasta,10,100.000 - 2.050.000
d89hErcIdO9Jv5Or1S33vFshvubtlrFJgPNoT1DUNhV-QTtXu_jkEvEbq6yVaFdpsNxqJA==,Kota Surabaya,Prov. Jawa Timur,,,Tutup,Akademi Teknologi Industri Tekstil Surabaya,Swasta,2,
1yNrIybwN-y3kda9M0G8JmzmcaSCF4-YXjjalMs19Va9kaSXDhaN09bw2u2spMRDoIzsvw==,Kota Depok,Prov. Jawa Barat,Baik,STAIQ,Aktif,STAI Al-Qudwah Depok,Agama,2,
Scz6NV__9kqmpkaSENzqXp_DJGi2q3zCGF2hIKQD9XIavNAOED0hw1GH1WblLjh8F3iNhA==,Kab. Bungo,Prov. Jambi,,STIT YAPIMA  Kab. Bu,Aktif,STIT YAPIMA Muara Bungo,Agama,1,
Z2AIUtGDoLbaREOnbk_GeHPiJzufGL-kcOtcHEztpb7skXnr5ziUK-FTzG7Uz3seBKZtOQ==,Kab. Ngawi,Prov. Jawa Timur,Baik,UNSOER NGAWI,Aktif,Universitas Soerjo,Swasta,6,3.000.000 - 3.000.000
hWTC3_bXc9LliIG3v0dukZ4IOetJnuSQbfU6iUviDyPIhCeWhzyUMccR9Kc8sUwNF2ZB9A==,Kota Medan,Prov. Sumatera Utara,,,Tutup,Akademi Pariwisata Taman Harapan,Swasta,6,
l8_tLyrT8Ty2hvyTBtspQOgqoDh9-btnu44ExESNXeReOFA-YI0rMGsVsAlmtdKPQDILGg==,Kab. Garut,Prov. Jawa Barat,,STIKes YPSDMI,Aktif,Sekolah Tinggi Ilmu Kesehatan YPSDMI,Swasta,3,
TTTDIjYu9gBMmR618MbVAsuZG72HZaopF9o7XuMf76SmvakTnSD-8UH92k1v27j-vDMjYw==,Kab. Pasir,Prov. Kalimantan Timur,Baik,,Alih Bentuk,STIPER Muhammadiyah Tanah Grogot,Swasta,2,
P6TZU6xl7jnZhfC4PbSYfuyqGsbDRE1Icf234ztfAjvbWHlo29QzdEs77W14XWSLJoQpeQ==,Kab. Karo,Prov. Sumatera Utara,,,Tutup,Akademi Kebidanan Takasima Kabanjahe,Swasta,1,
U_ws12TaR7_XY6dzFy-_qzLm9U6h0cfVwnNWw9WNtrRTPjhYn_ZbXGZLXz2ByqJRhgi3Dg==,Tidak Diisi,Prov. Kalimantan Barat,,,Aktif,Sekolah Tinggi Agama Kristen Abdi Wacana,Agama,1,
TT3bRhmXoWWc8sv64u7LmuKlAdsO7n-pM3MuqS2XK1onWryuKsfsoPHZDc3jlRIoscyT9A==,Kab. Bekasi,Prov. Jawa Barat,,STAI PELITA BANGSA,Alih Bentuk,STAI Pelita Bangsa,Agama,1,
lEcxGS4rfXboMA4HmDT8eiFCX3b6LGHfpNcPCEVAbNfwhDWz2x5vXW1Lt1zpx7c8Qxv3dg==,Kab. Demak,Prov. Jawa Tengah,Baik,UNISFAT,Aktif,Universitas Sultan Fatah,Swasta,11,2.400.000 - 24.000.000
84F069YgFF3b3Y43nq_eQ4WuDH2j9FVKyHNjIhklkuqqwQakRs6K39XG7mFNPdqbmIwc3w==,Kota Denpasar,Prov. Bali,Baik,STAI Denpasar Bali,Aktif,STAI Denpasar Bali,Agama,4,
VWTPct0TWXxSmpYxVN88bJ-rxrHM3ARQRKR4Mki7i4OCtJ7AF7oaCbZ5WEiQitdNscZlkA==,Kota Balikpapan,Prov. Kalimantan Timur,B,UNIBA,Aktif,Universitas Balikpapan,Swasta,16,450.000 - 9.450.000
ooYkEgwhIU_llWLzOrmd3MAhiHslB6nsk9sKOSD65WnPJUUohAv327mCInitmIHNvETZog==,Kota Medan,Prov. Sumatera Utara,,AKPAR MEDAN,Alih Bentuk,Akademi Pariwisata Medan,Kedinasan,6,
kAsahzDc5rzmJqZtCAcNkrtfdIOeVeqYZWke3FeVo7lY-7VYl8zJfsxH7eiCmwZvlbxcLg==,Kota Medan,Prov. Sumatera Utara,,STIE Harapan,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Harapan,Swasta,4,
V-6OwPBYfguIokNPyIS-klumZ_5Okg3KN2W-TH9dS_7Coc_jpDo6xS_JaGWxcEOC3CgI4g==,Kota Depok,Prov. Jawa Barat,,UIII,Aktif,Universitas Islam Internasional Indonesia,Agama,10,
aLGLOr2VJ7KHduMaddtQ2enl_P52dp3W-6dbrA42jdfnKp4662P6MpDZq1WwvHgZyldJyw==,Kab. Sukoharjo,Prov. Jawa Tengah,,STIE AAS,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi AAS,Swasta,6,
8KiNALW7dnNHZ3o8URUBQyThDYvVVXZHoe9iVNFmua1L8HlaGCdxhXz0u1_xx2J4UOcUEg==,Kota Padang,Prov. Sumatera Barat,,AMIK Jayanusa,Aktif,Akademi Manajemen Informatika & Komputer Jaya Nusa,Swasta,1,2.265.000 - 3.765.000
lg1XyuTDwVJMtVG_FU3ReTsNLLwGfb5frfg-8jaofRwnFxPOt6h_jcUS0m8lBiZee4ASEQ==,Kota Bandung,Prov. Jawa Barat,,UBSI,Alih Bentuk,Universitas BSI,Swasta,18,
bcD0uakZSBZxi8xBidlYrJMpmW-9KNTYTwG_g1HPZtRjUM-1o25MZ9CazxdhPob-dgPuzQ==,Kota Pekanbaru,Prov. Riau,,htp,Alih Bentuk,Sekolah Tinggi Ilmu Kesehatan Hang Tuah,Swasta,9,
A8EBRaGHquOpkv1LE2tyhdRsuO5SQVjNj7FwivBAtaJi3YLfyxcJft1GbsFmWpE4B20tGw==,Kab. Majene,Prov. Sulawesi Barat,Baik,Unsulbar,Aktif,Universitas Sulawesi Barat,Negeri,39,250.000 - 3.000.000
Gs-fe-Bk8mZn-Bzp6g02VigCQ0uuKSVzd2-u11-5HcQuTKG3AMhY6yJ3hgIudZvpiuox1Q==,Kab. Indramayu,Prov. Jawa Barat,,STAI SAYID SABIQ IND,Aktif,STAI Sayid Sabiq Indramayu,Agama,3,1.500.000 - 1.500.000
iN3HSY0q-3YWyanpam0EblEa1_iojWYDIszi428Lu_mgoOtc3QAt_K4WUcwN7D4hljzzgw==,Tidak Diisi,Prov. D.K.I. Jakarta,Baik,STTII Jakarta,Aktif,Sekolah Tinggi Teologi Injili Indonesia Jakarta,Agama,2,
zq808FpbKlVhXuQ6tcC8JEgkimDBL_TUj3q-oHSE4ptVh10IsVxSgihaA0bF8020VsbP7w==,Kab. Garut,Prov. Jawa Barat,Baik,STAIDA Muhammadiyah ,Aktif,STAI Darul Arqam Muhammadiyah Garut,Agama,5,
rytYaqrOcos1wJiz5t-2QB2VDUUCYM_k9shmNVumuKgnCCS9p_HUdArzbQu2wqW7pS8x5w==,Kab. Sigi,Prov. Sulawesi Tengah,Baik,STTII Palu,Aktif,Sekolah Tinggi Teologi Injili Indonesia Palu,Agama,2,500.000 - 5.000.000
t1U2mhHmrIaxbRdZUxGw9S_HSEQe4unmKmRI706gfTAWiSW4yWRFEeGltVLbaysl9-8wlQ==,Kota Surabaya,Prov. Jawa Timur,,,Aktif,Akademi Akupunktur Surabaya,Swasta,1,
KAKaG8tgGDlxq9TjnPuFHhhHOlnXaLkVxfHoGOfGFnCjmgw8d5EWvfz7Np7TtNh1PfQYXg==,Kota Tangerang,Prov. Banten,,AKBID YAHMI TANGERAN,Alih Bentuk,Akademi Kebidanan Yayasan Husada Madani,Swasta,1,
pKeU5gLCIcEDXGRzzIuCKPi4Q8Sn4iOyiBSEUAoBKdwGh6EZ3Iyk59lzuN3hWdQcjGQGMA==,Kota Madiun,Prov. Jawa Timur,,,Alih Bentuk,Akademi Kebidanan Bhakti Husada Mulia,Swasta,1,
ptK528KdAjvNJ2-MKwwu_Dx5PmP1y0lUOoUFtVd6HJ1Mwe8FyiGPjdQLqhZZYMwUbuY3Lw==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,B,UNM,Aktif,Universitas Nusa Mandiri,Swasta,8,900.000 - 10.000.000
P_8v1WU-Nt5ULrmor98lk8EpBpGRIvATFnVOHnVA7pP7WbzkqIxdBckbyCna4-dwyF9lJg==,Kota Surabaya,Prov. Jawa Timur,Baik,STIBA Satya Widya Su,Aktif,Sekolah Tinggi Ilmu Bahasa Dan Sastra Satya Widya,Swasta,2,
JIqirku-qDhR1yrtQIp-Xiv1DbwS1BJLDb5nCWLShEaCKdKtYNdEypSpMArmrGYfKuJhIQ==,Kota Palangka Raya,Prov. Kalimantan Tengah,Baik,UPP,Aktif,Universitas PGRI Palangka Raya,Swasta,8,240.000 - 2.850.000.000
qrHtAjoGqOqm2SEh03jlOS0FyeKwTquNvKV0AuqMmDPCITINy6q-jml5hvgSmmxc0bZWXw==,Kab. Banyumas,Prov. Jawa Tengah,,,Tutup,Akademi Pariwisata Eka Sakti,Swasta,2,
tCELUS4IwwvpIAV6U0_RSUwlNF1a9vE5hoHx4p4bf4MHZ-JxZVetvAT4kRtYTyVrIyO8og==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,B,ISTN,Aktif,Institut Sains Dan Teknologi Nasional,Swasta,20,6.000.000 - 6.000.000
DYb_Mg_gCiJflIg-733fM8BmLVA5IGTDcPcsc_SHEGXWN4SBp68_zKZ1drlhJ6P23v7Ifw==,Kota Surabaya,Prov. Jawa Timur,Unggul,UBAYA,Aktif,Universitas Surabaya,Swasta,34,350.000 - 36.750.000
tYpMTf31ItEVvU42veTLGwvvL1MQtYdOeud41TROg43wuiq4cMkjzTnbZGK8Jm2IGPwI-Q==,Kab. Mamasa,Prov. Sulawesi Barat,Baik,,Aktif,Sekolah Tinggi Teologi Arastamar Mamasa,Agama,2,1.000.000 - 2.000.000
fAHsgqziTMeGY6qbuWgGPfjsP-SFiop_Mb5UXEXQOhia_KAo4kBrJxWfNu20KMIF8_xcmA==,Kab. Mojokerto,Prov. Jawa Timur,Baik,STITNU AL HIKMAH ,Aktif,STITNU Al Hikmah Mojokerto,Agama,2,
o4uNeTfiaYrAtk-veByIh8qP6h-X9eTI7XTn0Sg8a3brsBPFqldI9t_MyXgCE-zKA272Pw==,Kota Semarang,Prov. Jawa Tengah,B,Polteka Mangunwijaya,Aktif,Politeknik Katolik Mangunwijaya,Swasta,3,5.100.000 - 5.100.000
vazEvCa02AiBp0W7nE9dEAydwZspz2r7TTPM_UgTrLMlISQp-cAqmk08tXSIdiftyoroXQ==,Kota Medan,Prov. Sumatera Utara,,STKIP ASY-SYAFI'IYAH,Aktif,STKIP  Asy-Syafi iyah Internasional Medan,Swasta,2,
xBeDhdQD6MczrcNx0u4QqEghE7cnH4mb2j8PJCpKyL40AdreTrTOLXHnMsXRQObM1E6WWA==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,,SSE,Alih Bentuk,STKIP Kebangkitan Nasional,Swasta,2,
w0C1uK_e1LgnGxniuogNFs0zjHh6fYyGswpaFGgMpdaejjZRrWNq9NmhcDUoFsHd6cSe7w==,Kab. Serang,Prov. Banten,Baik,POLGRI,Aktif,Politeknik PGRI Banten,Swasta,6,11 - 5.500.000
jRQaXXW2Gd3HB-gowzh8_gd4WtxmnlIbU8CZ02O_aKm6cb68rvPI3HLxJLzqzu4LJ9TC-A==,Kota Medan,Prov. Sumatera Utara,,,Tutup,Akademi Manajemen Informatika Dan Komputer Medan,Swasta,2,
UDsjf5jRcUYgh0gJp5qRICwCI1lssGpeNfJe6L1MY16BtHWdcjd0XlTL82mj1IgvprMkCQ==,Kota Pekanbaru,Prov. Riau,,,Alih Bentuk,Akademi Keuangan Dan Perbankan Riau,Swasta,1,
uIn5BMus2EaqqDEGGWpjulMtAYJC8UbvnYdET6YDrMhSysXw_uZLFYYnZWmIHtUx-h1vuA==,Kota Medan,Prov. Sumatera Utara,B,,Aktif,Sekolah Tinggi Ilmu Kesehatan Santa Elisabeth Medan,Swasta,10,3.950.000 - 92.500.000
8Qg8bYYQUDZy6l8lEZbX0OIl6ECyzgF25ficIsL0YBsPjqK17GWizQO4intWstsvo6WBow==,Kab. Serang,Prov. Banten,,STAIKHA,Tutup,STAI KH. Abdul Kabier Serang,Agama,1,
f2FxptBT5rD4-jnbDWRQejjSAExvNUoaHSyKMYs0plulD8H51zrLbgagI0PwBaHzDTUMGg==,Kota Mataram,Prov. Nusa Tenggara Barat,Baik Sekali,UNRAM,Aktif,Universitas Mataram,Negeri,85,1 - 65.500.000
qWZNzofYVzRyN11wALfcXQhFr8m09rQmZgh0rYMli_BBtAdq8k2wP7y8P_rzfHUfKt32vg==,Kab. Sukabumi,Prov. Jawa Barat,,STAIMAS,Aktif,"STAI Al-Mas`udiyah, Sukabumi",Agama,2,2.400.000 - 2.400.000
9C_TgIAwrdIyPZqQGerLTFqeyvuuKwHh0VPPyhQFo3_uTA_tD7Hcc-1n2WsvxaoA-54ajw==,Kab. Sorong Selatan,Prov. Papua Barat,,STKIP Kristen Sorsel,Aktif,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Kristen Sorong Selatan,Swasta,1,
Nz0bk0XKJohjXsgmP4HSBCb-fG8Epgyrc2sEIz4T-Bc15C1NFLsX6pdsL-kVkpoGXWIwSA==,Kota Manado,Prov. Sulawesi Utara,Baik,UNIMMAN,Aktif,Universitas Muhammadiyah Manado,Swasta,9,1.000.000 - 16.000.000
lkzSxckChG-74pqIe_-zW39IMiTV-kf6m_FoBMzbmT4MSIGVpaZ3OBkR3Ksqc025OFAICw==,Kab. Pontianak,Prov. Kalimantan Barat,,STTE,Aktif,Sekolah Tinggi Teologi Ekklesia Pontianak,Agama,4,
FGAdrSi1NGB-vW3w3qxW2o8i4wiA6AzH7LyZX0Mj50SFSv0ZQ_Ca2gSSVHh9p7Pt6szYZA==,Kota Pematang Siantar,Prov. Sumatera Utara,Baik,,Aktif,Sekolah Tinggi Ilmu Ekonomi Surya Nusantara,Swasta,2,4.500.000 - 4.500.000
GhBuOy2TReNT9sAn16JyzRrC7ym64Y9iyklEh2Aga1mz4LoQopQrvJBpC01dVBp1wGf7MA==,Kota. Kotamobagu,Prov. Sulawesi Utara,Baik,,Aktif,Sekolah Tinggi Ilmu Ekonomi Widya Darma Kotamobagu,Swasta,2,1.500.000 - 2.400.000
Mk1oF0a4KYXMcItaZSzSGnRJsfjlGSuZWoHNRUY0b_8DMORcQWx2AlLQkzdFUJ30HEjYfw==,Kota Semarang,Prov. Jawa Tengah,Unggul,UNISSULA,Aktif,Universitas Islam Sultan Agung,Swasta,48,1 - 200.250.000
FosrEZKXur2pxVMIGA9BApnru9IgIw4qxbfrkGxCkGqKWKYYwe9dJpMzVO7ltWiXB6qIKw==,Kota Kediri,Prov. Jawa Timur,,,Alih Bentuk,STMIK Kadiri,Swasta,2,
sLvGBKkJCaliva6kyr7eO1QbsEQdFrBjgGNrJDr0BgTqf8LZFGEmCSRCic21yQPYNTMEgA==,Kota Makassar,Prov. Sulawesi Selatan,Baik,STMIK Profesional,Aktif,STMIK Profesional Makassar,Swasta,5,3.000.000 - 3.200.000
58UUmD61oB-TzE2JPx3F3JXwuHcpB-_35v0vTrt1DGrzjLSB3HLMvPT7Yu78QI9ZRRdR5Q==,Kota Lubuk Linggau,Prov. Sumatera Selatan,,,Alih Bentuk,STMIK Musi Rawas,Swasta,3,
DKkpxjJISO7N3YxOeTU9wmkBD7eoygALkOzeQ_QcFNvpdwopB9gMJh8vvVRmvWVIbAancA==,Kota Sorong,Prov. Papua Barat,Baik,Poltekkes Sorong,Aktif,Poltekkes Kemenkes Sorong,Kedinasan,8,2.400.000 - 27.000.000
lE58zrI0f34aUAwHKkmyGjLKixoAoNL1_QRUQEYBjShcWIXJrxoewTrPahCgRee7Shvx0w==,Kab. Bantul,Prov. D.I. Yogyakarta,,,Tutup,Akademi Sekretari Dan Manajemen Indonesia Bantul,Swasta,1,
iSmfG9H7vXOlXTWN2uUv9QJpqGk6AvuAwIWYxdt2N6LN810cbhz8RGqZw-A_uj1F0s1IPQ==,Kota Medan,Prov. Sumatera Utara,,,Tutup,Sekolah Tinggi Ilmu Ekonomi Al-Hikmah,Swasta,2,
qEtQ1RvLGdve0o8aQQi4OU8PvoW9RIUGcGu6Atbx9wmfHeszPOhHI7BJPR8_7VuP35YDPA==,Kab. Pati,Prov. Jawa Tengah,Baik Sekali,STIKES BUP,Aktif,Sekolah Tinggi Ilmu Kesehatan Bakti Utama Pati,Swasta,4,
XnU4jxdxRKfhRGgXPwDXq8i4Mc87PXuIZGPc1EVwPVfCgqyKWIcZOAeGLmyWpt_IaelJ9Q==,Kab. Mamuju,Prov. Sulawesi Barat,Baik,UNIMAJU,Aktif,Universitas Muhammadiyah Mamuju,Swasta,7,1.500.000 - 5.000.000
xk-a00WpcPvYnsw7t8UNYde8bXGgN23hia9lTOPRu1SYBSGpyYaPP0fX3OdfpRx9lybzIA==,Kab. Sidoarjo,Prov. Jawa Timur,B,STKIP PGRI SIDOARJO,Aktif,STKIP PGRI Sidoarjo,Swasta,5,400.000 - 7.000.000
DCRXdfyse1A30vYtQKAkBseY6CwoN-9d_seEMGb6ocL8cPksZhHLyYqe_ZYqU3t3fRM17w==,Kota Palembang,Prov. Sumatera Selatan,B,STIE APRIN,Aktif,Sekolah Tinggi Ilmu Ekonomi Aprin,Swasta,2,3.500.000 - 8.500.000
N57eCU9A5xWLo9PzFvWpTtXUK_8NySGmr48vzYQ_IabqbyzVwYY92FUI-mmRUlIlwdCyxA==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,,,Aktif,STIBA Indonesia LPI,Swasta,2,
FtZq3Hh2l_p2WtVLyxJhLh5e4pMAesZ7nhcb9tTUmMvSRPzhc2mtshXEMISWhqT6c517rg==,Kota Ternate,Prov. Maluku Utara,B,IAIN Ternate,Aktif,IAIN Ternate,Agama,23,400.000 - 7.550.000
dUXHE7beVl8rEDtCjC6sgsMDEK69PXh2JJG0vCN0RK6rUoTe1mfUF_cNioGrMJGjT5m_Ig==,Kota Bima,Prov. Nusa Tenggara Barat,Baik,STIE BIMA,Aktif,Sekolah Tinggi Ilmu Ekonomi Bima,Swasta,1,900.000 - 1.125.000
WgFulO5w2a4QyEF8lqaCY5kSTIAGEYcxOeOCgAXwjtt9rNhRthO0qN7_S4ZIHEE7DBbK5g==,Kota Pematang Siantar,Prov. Sumatera Utara,Baik,Akper Kesdam I/BB Pe,Aktif,Akademi Keperawatan Kesdam I/Bukit Barisan Pematang Siantar,Swasta,2,3.900.000 - 3.900.000
Talj5jMA2p1fKfuwHzjGr4gLgClCLOBT3M-BQ1lC6fnHWBFhrB8uuAk713m8eljzV2W62A==,Kota Banjar,Prov. Jawa Barat,,,Aktif,Institut Miftahul Huda Al Azhar Kota Banjar,Agama,4,
GWNVlxZ9yI5v29SAlcqLoxoGI_5tITr1WmRmmDlLeyrpOQxLlCvvGMPzX-0moEktKnIOLQ==,Kab. Toraja Utara,Prov. Sulawesi Selatan,,,Alih Bentuk,STIK Imanuel Indonesia,Swasta,2,
xHlZKSa1t-N2mnpxNJad0fcj0ZrWCWJ2q_KrA5GixVd_swcXynJvqZ1cn2fzo7oq71Aj6w==,Kota Bukittinggi,Prov. Sumatera Barat,Baik,STBA,Aktif,STBA Haji Agus Salim,Swasta,3,1.800.000 - 2.400.000
